Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,Extent,Perimeter,Class
51544,253.56,268.85,0.7045,54847,0.6266,990.47,Kecimen
69955,514.89,244.39,0.839,72992,0.6064,1218.03,Besni
63480,362.13,183.28,0.8363,66402,0.7745,662.97,Kecimen
73675,481.88,243.98,0.7405,78098,0.6616,1625.25,Besni
58278,366.37,261.27,0.5447,59565,0.6795,896.54,Kecimen
31300,328.56,267.32,0.6616,32656,0.7448,839.34,Kecimen
60315,291.87,257.43,0.7186,64239,0.6743,938.78,Kecimen
113669,402.0,300.11,0.7265,117478,0.7599,1243.41,Besni
88142,280.07,235.24,0.6559,90183,0.6867,1141.2,Kecimen
60153,349.73,218.12,0.6799,61464,0.7099,952.97,Kecimen
72330,324.38,181.16,0.8108,74323,0.6901,1082.72,Kecimen
80447,392.19,188.73,0.8054,83716,0.6317,1245.41,Besni
90904,529.2,229.23,0.8066,93585,0.7229,1500.38,Besni
72378,393.77,278.43,0.7627,76243,0.7155,1060.78,Besni
98883,343.36,319.48,0.7252,105306,0.71,1314.75,Besni
72722,488.82,187.72,0.6832,77203,0.6268,1190.69,Besni
83459,438.96,278.02,0.7397,88459,0.7587,1310.9,Besni
97779,467.92,257.23,0.751,102906,0.6164,1215.76,Besni
77717,449.13,266.72,0.76,83178,0.6379,935.64,Besni
72986,344.64,223.77,0.7742,76364,0.7076,1216.54,Kecimen
60664,378.28,247.29,0.7106,63585,0.7489,1423.5,Besni
63657,321.09,206.18,0.8048,65679,0.6296,1416.68,Besni
123527,311.15,298.41,0.7104,127234,0.7245,1616.46,Besni
37277,268.2,214.11,0.5477,38342,0.7216,759.01,Kecimen
88520,468.94,208.06,0.7801,92680,0.7078,740.05,Besni
89993,418.89,220.59,0.7399,94535,0.6841,1389.52,Besni
96199,499.72,187.13,0.8148,101115,0.6563,1160.37,Besni
40243,446.06,269.22,0.7864,41998,0.6447,1550.59,Besni
80328,405.13,335.95,0.7962,82845,0.7632,1026.4,Besni
64968,321.94,237.09,0.7006,66866,0.7144,1080.18,Kecimen
86283,524.79,268.5,0.7523,92886,0.7116,1111.09,Besni
71085,351.36,280.02,0.7556,72873,0.7564,1256.1,Besni
81763,415.63,241.6,0.846,83753,0.7346,1331.09,Besni
47425,321.57,309.86,0.7558,50280,0.8259,1181.86,Besni
91832,291.83,200.83,0.6812,97020,0.6671,950.3,Kecimen
56613,227.92,189.2,0.8227,61127,0.7038,926.92,Kecimen
72202,316.16,246.85,0.6835,75686,0.6499,1038.31,Kecimen
103854,309.16,305.17,0.6691,110011,0.6539,1347.25,Besni
45379,346.17,243.15,0.6515,47270,0.6973,1122.82,Kecimen
62985,320.74,169.21,0.6932,67771,0.7308,1063.01,Kecimen
72845,386.76,218.88,0.8263,77788,0.7377,1207.22,Kecimen
62255,329.37,180.06,0.623,64798,0.7767,1160.73,Kecimen
87059,383.58,295.21,0.7925,91413,0.7052,991.47,Besni
79165,391.84,236.73,0.6239,82188,0.6774,857.75,Kecimen
107111,341.61,258.91,0.7551,115298,0.6291,1317.58,Besni
52395,268.93,189.56,0.6392,54385,0.7122,1008.7,Kecimen
75434,444.05,272.74,0.781,78936,0.6808,1316.03,Besni
68206,285.67,177.92,0.6596,70185,0.6836,1049.17,Kecimen
72540,505.16,254.38,0.8663,74236,0.669,1130.92,Besni
36740,333.54,212.28,0.7633,38754,0.6385,855.44,Kecimen
104422,330.68,226.18,0.8186,109679,0.6022,1139.38,Besni
37937,496.4,266.17,0.7207,39930,0.713,1257.75,Besni
56481,295.84,237.18,0.7213,59200,0.6852,941.2,Kecimen
81767,411.96,187.23,0.7643,83561,0.684,1012.57,Kecimen
64931,304.62,246.32,0.8164,66472,0.7212,1007.47,Kecimen
94505,483.98,330.53,0.7625,96617,0.6873,1215.13,Besni
59816,327.11,203.28,0.7442,62138,0.7219,1055.82,Kecimen
55270,291.49,224.51,0.7642,59428,0.7415,1130.37,Kecimen
105503,410.1,277.72,0.7975,108043,0.613,1156.8,Besni
46359,387.06,202.79,0.6834,48239,0.7374,917.76,Kecimen
95675,416.77,270.77,0.7425,102587,0.7939,1219.43,Besni
81984,309.0,252.21,0.7096,84664,0.6934,1052.15,Kecimen
66362,436.1,251.03,0.8541,69793,0.656,1061.8,Besni
83070,341.73,199.57,0.7844,89132,0.6893,1116.84,Kecimen
88292,300.5,246.86,0.7652,95184,0.6215,944.61,Kecimen
81619,332.31,242.77,0.7268,87047,0.7483,1026.28,Kecimen
88172,512.78,199.02,0.7721,92188,0.7445,1171.9,Besni
61111,393.87,209.89,0.6325,64352,0.7365,1047.42,Kecimen
54859,366.71,221.79,0.7344,56507,0.7587,1102.54,Kecimen
